Date,Product,Category,Region,Units,Revenue
2024-07-06,Smartphone,Electronics,West,8,3176
2024-05-09,Sunglasses,Accessories,South,8,736
2024-11-28,Smartphone,Electronics,North,1,634
2023-01-19,Sunglasses,Accessories,East,8,8064
2023-03-16,T-shirt,Fashion,North,7,840
2024-10-28,Coffee Maker,Home,East,8,2984
2023-03-09,Headphones,Electronics,South,6,2442
2023-05-04,Coffee Maker,Home,North,8,9240
2023-08-21,Sunglasses,Accessories,East,10,6870
2024-01-01,T-shirt,Fashion,West,1,865
2024-05-08,Desk Lamp,Home,South,9,4995
2024-08-01,Laptop,Electronics,East,9,4752
2023-10-13,Laptop,Electronics,North,1,1191
2024-02-26,Blender,Home,South,5,4060
2024-01-25,Laptop,Electronics,North,1,411
2023-02-15,Jacket,Fashion,West,2,276
2024-10-11,Jacket,Fashion,South,9,4752
2023-11-22,Shoes,Fashion,East,3,1713
2024-05-05,Jacket,Fashion,East,1,509
2023-05-02,Desk Lamp,Home,East,4,1092
2023-06-13,Blender,Home,South,8,2232
2024-12-26,Blender,Home,West,3,3513
2024-03-09,Blender,Home,East,3,3519
2024-02-02,Jacket,Fashion,West,8,7256
2024-03-21,Smartphone,Electronics,North,5,1265
2024-01-08,Laptop,Electronics,South,9,5175
2023-03-18,Blender,Home,West,3,3504
2024-09-13,Laptop,Electronics,East,3,1485
2023-01-17,Laptop,Electronics,East,9,8793
2024-10-25,Laptop,Electronics,East,7,4319
2023-11-03,Coffee Maker,Home,East,2,1158
2023-01-10,Shoes,Fashion,West,5,2775
2024-02-06,Shoes,Fashion,South,10,1170
2024-03-18,Jacket,Fashion,East,3,1116
2024-05-05,Coffee Maker,Home,West,10,11650
2023-09-08,Jacket,Fashion,West,8,1840
2024-02-19,Coffee Maker,Home,South,5,5955
2023-10-18,Blender,Home,West,2,1212
2024-01-20,Headphones,Electronics,North,5,550
2023-07-28,Jacket,Fashion,East,1,1079
2024-12-05,Backpack,Accessories,North,5,5260
2023-06-16,Desk Lamp,Home,East,9,5931
2024-05-12,Watch,Accessories,North,3,2217
2024-03-07,Shoes,Fashion,North,6,2688
2023-02-02,Backpack,Accessories,West,3,2775
2023-02-20,T-shirt,Fashion,North,9,2574
2024-08-17,Laptop,Electronics,West,10,11320
2024-11-06,Sunglasses,Accessories,East,2,2314
2024-05-28,Desk Lamp,Home,North,1,162
2023-11-17,Watch,Accessories,North,2,420
2023-09-23,Shoes,Fashion,South,7,2156
2024-09-12,Jacket,Fashion,North,10,9630
2024-06-17,Sunglasses,Accessories,East,9,7749
2024-12-03,Laptop,Electronics,South,1,252
2024-05-09,Desk Lamp,Home,East,6,594
2023-06-18,Blender,Home,North,6,6930
2023-10-22,Sunglasses,Accessories,South,9,7488
2023-05-30,Laptop,Electronics,West,8,1496
2024-06-16,Desk Lamp,Home,South,3,3315
2023-03-18,Headphones,Electronics,East,9,9873
2023-12-15,Backpack,Accessories,West,9,5436
2023-07-23,Headphones,Electronics,North,8,8496
2023-08-02,Coffee Maker,Home,West,9,315
2024-12-20,Sunglasses,Accessories,West,2,934
2023-03-14,Backpack,Accessories,East,6,6324
2024-06-24,Sunglasses,Accessories,East,9,8406
2024-07-25,T-shirt,Fashion,East,3,2214
2023-04-25,Smartphone,Electronics,East,7,8092
2024-07-20,Watch,Accessories,East,3,318
2024-03-31,Sunglasses,Accessories,North,6,6066
2024-06-24,Shoes,Fashion,East,1,543
2024-01-27,Laptop,Electronics,East,1,255
2023-06-03,Laptop,Electronics,East,3,3540
2023-04-09,Backpack,Accessories,North,5,4160
2023-02-19,Desk Lamp,Home,North,2,2140
2024-11-05,Sunglasses,Accessories,South,5,150
2024-04-05,Coffee Maker,Home,South,10,8610
2023-05-09,Sunglasses,Accessories,West,3,3309
2024-04-30,Backpack,Accessories,South,1,436
2024-08-09,Backpack,Accessories,North,9,5985
2024-10-05,Backpack,Accessories,East,6,6000
2023-07-28,Coffee Maker,Home,North,10,8250
2023-08-31,Laptop,Electronics,South,8,5248
2024-06-28,Watch,Accessories,East,3,1767
2023-04-07,Desk Lamp,Home,North,2,716
2023-12-25,Shoes,Fashion,South,7,224
2024-09-24,Headphones,Electronics,East,1,200
2023-12-04,Headphones,Electronics,North,1,35
2024-11-17,Desk Lamp,Home,North,10,7550
2023-09-02,Sunglasses,Accessories,East,3,2115
2024-01-30,Sunglasses,Accessories,West,9,9918
2024-01-20,Sunglasses,Accessories,West,4,2340
2024-07-22,Smartphone,Electronics,East,4,2452
2024-05-05,Jacket,Fashion,West,1,340
2024-10-26,Jacket,Fashion,West,6,2700
2023-04-22,Backpack,Accessories,East,6,5550
2023-11-17,Blender,Home,North,9,4680
2023-07-18,Smartphone,Electronics,South,2,1692
2023-10-23,Blender,Home,South,3,1974
2024-11-22,Watch,Accessories,North,10,9790
2023-03-27,Desk Lamp,Home,West,10,7030
2023-04-23,Backpack,Accessories,North,8,3456
2023-08-01,Desk Lamp,Home,East,7,2142
2024-08-03,Desk Lamp,Home,North,10,3250
2024-03-22,Jacket,Fashion,North,4,1848
2024-04-19,Desk Lamp,Home,West,6,6150
2024-03-23,Coffee Maker,Home,North,4,1296
2023-07-22,Coffee Maker,Home,West,9,5940
2023-12-05,Laptop,Electronics,North,8,2576
2023-02-08,Watch,Accessories,North,3,3219
2023-07-29,Blender,Home,North,1,179
2023-09-22,Jacket,Fashion,North,1,665
2023-09-19,Sunglasses,Accessories,North,6,5484
2023-09-11,Jacket,Fashion,West,7,231
2023-09-02,T-shirt,Fashion,South,7,6643
2023-08-12,Desk Lamp,Home,North,8,4760
2024-09-20,Shoes,Fashion,East,10,4360
2024-11-28,Sunglasses,Accessories,North,4,640
2024-09-03,Coffee Maker,Home,East,6,972
2024-12-21,Sunglasses,Accessories,East,1,160
2023-05-21,Desk Lamp,Home,North,7,2429
2024-06-06,Shoes,Fashion,North,6,6120
2023-07-22,Blender,Home,West,3,2061
2024-08-07,T-shirt,Fashion,West,6,4464
2023-05-12,Laptop,Electronics,West,7,6657
2024-12-23,Smartphone,Electronics,South,10,6980
2023-11-01,Blender,Home,North,4,2836
2023-12-28,Backpack,Accessories,South,5,5145
2023-08-27,Sunglasses,Accessories,East,10,8230
2024-11-01,Laptop,Electronics,West,3,2565
2024-03-29,Laptop,Electronics,West,4,332
2024-10-05,Smartphone,Electronics,North,2,608
2023-09-16,Coffee Maker,Home,North,8,488
2024-03-25,Sunglasses,Accessories,East,2,1588
2023-08-23,Desk Lamp,Home,South,1,979
2024-09-09,Coffee Maker,Home,North,1,680
2023-10-20,Desk Lamp,Home,South,6,3444
2024-12-13,Jacket,Fashion,West,8,1376
2023-06-27,Laptop,Electronics,North,10,10300
2024-09-25,Sunglasses,Accessories,East,9,4464
2023-01-03,Jacket,Fashion,North,8,9000
2024-06-29,Watch,Accessories,South,5,2525
2023-11-01,Headphones,Electronics,South,2,762
2024-12-13,Smartphone,Electronics,East,2,640
2024-06-11,Laptop,Electronics,North,10,10790
2023-12-01,Headphones,Electronics,East,6,1788
2024-10-09,Watch,Accessories,South,9,7650
2023-01-16,Jacket,Fashion,South,2,1262
2024-01-26,Watch,Accessories,North,7,7336
2023-05-01,Desk Lamp,Home,North,3,195
2024-03-25,Blender,Home,East,4,2744
2023-04-27,Laptop,Electronics,South,9,6795
2023-12-20,Smartphone,Electronics,South,1,1038
2024-03-13,Watch,Accessories,North,4,1900
2024-03-09,Headphones,Electronics,South,1,997
2024-10-26,Blender,Home,North,10,7040
2023-07-21,Blender,Home,East,1,925
2023-12-04,Jacket,Fashion,East,9,3420
2023-09-27,Coffee Maker,Home,North,8,2320
2024-05-16,Laptop,Electronics,East,7,7623
2024-11-05,Smartphone,Electronics,East,5,2005
2024-04-18,T-shirt,Fashion,East,1,1001
2023-08-09,Desk Lamp,Home,East,5,4335
2024-10-03,Coffee Maker,Home,East,2,510
2023-02-26,Smartphone,Electronics,West,5,1555
2023-11-07,Jacket,Fashion,North,4,3864
2024-03-25,Smartphone,Electronics,North,3,2790
2024-09-15,Blender,Home,North,2,2004
2023-08-07,Jacket,Fashion,North,1,984
2024-09-01,Shoes,Fashion,South,9,873
2023-06-30,Shoes,Fashion,South,1,1035
2023-03-07,Jacket,Fashion,North,4,3680
2023-06-05,Coffee Maker,Home,East,2,474
2023-01-01,Coffee Maker,Home,South,5,4610
2024-01-31,Desk Lamp,Home,East,5,5430
2024-12-09,Headphones,Electronics,North,7,2016
2023-01-16,T-shirt,Fashion,West,1,240
2023-04-15,Backpack,Accessories,North,1,867
2023-06-11,Headphones,Electronics,South,9,6930
2024-12-17,T-shirt,Fashion,South,6,3996
2024-04-21,T-shirt,Fashion,West,6,6720
2023-09-14,Blender,Home,North,6,714
2023-02-19,Jacket,Fashion,North,5,4535
2024-01-09,Sunglasses,Accessories,East,10,3720
2024-11-20,Shoes,Fashion,East,5,5670
2023-04-15,Jacket,Fashion,West,6,5880
2023-05-26,Headphones,Electronics,North,1,227
2023-02-01,Coffee Maker,Home,South,3,1398
2024-04-28,Smartphone,Electronics,West,4,2072
2024-02-23,Shoes,Fashion,West,4,4752
2024-01-23,Blender,Home,West,3,153
2024-09-26,Smartphone,Electronics,East,3,1308
2023-06-07,Laptop,Electronics,West,9,4356
2023-03-14,Coffee Maker,Home,East,10,2640
2024-10-19,Desk Lamp,Home,East,1,143
2023-04-02,Coffee Maker,Home,South,6,4320
2023-01-06,Watch,Accessories,West,6,7044
2023-02-24,Backpack,Accessories,South,10,4940
2023-05-28,Shoes,Fashion,North,9,2925
2024-04-05,Headphones,Electronics,North,4,2764
2024-02-04,Desk Lamp,Home,South,2,696
2023-03-02,Backpack,Accessories,South,5,1495
2024-01-19,T-shirt,Fashion,West,5,4325
2023-03-04,Headphones,Electronics,North,6,6528
2024-03-13,T-shirt,Fashion,North,5,4870
2023-07-08,Sunglasses,Accessories,East,7,1498
2023-07-01,Watch,Accessories,South,2,2270
2024-04-06,Shoes,Fashion,East,6,3042
2024-05-28,Watch,Accessories,West,7,5467
2024-02-19,Watch,Accessories,North,10,8880
2024-09-29,Shoes,Fashion,North,4,2372
2024-05-03,Backpack,Accessories,South,10,9140
2023-12-18,Coffee Maker,Home,South,9,3708
2024-06-18,Coffee Maker,Home,North,9,5589
2024-07-24,T-shirt,Fashion,East,7,1855
2024-10-28,Jacket,Fashion,West,10,5390
2024-03-14,Desk Lamp,Home,South,8,2200
2023-10-02,Headphones,Electronics,South,4,1200
2024-05-15,Backpack,Accessories,North,8,2736
2024-02-26,Shoes,Fashion,North,9,2601
2024-03-05,Desk Lamp,Home,South,3,282
2024-09-27,Backpack,Accessories,South,5,770
2024-04-25,T-shirt,Fashion,South,5,2485
2023-08-02,Coffee Maker,Home,North,8,1744
2023-08-26,Laptop,Electronics,East,4,2280
2024-06-26,T-shirt,Fashion,South,5,5720
2023-08-29,Headphones,Electronics,West,10,6160
2023-01-07,Backpack,Accessories,East,4,4780
2024-03-04,Smartphone,Electronics,North,3,1620
2023-05-17,Jacket,Fashion,West,7,5936
2023-01-20,T-shirt,Fashion,South,1,821
2023-01-08,Sunglasses,Accessories,South,6,3072
2023-07-05,Smartphone,Electronics,East,8,8912
2024-03-30,Smartphone,Electronics,East,10,10800
2023-03-16,Backpack,Accessories,East,6,2352
2024-08-20,Backpack,Accessories,North,9,6948
2023-09-30,Jacket,Fashion,North,3,1533
2024-02-05,Watch,Accessories,North,2,1284
2023-01-17,T-shirt,Fashion,North,9,6885
2023-12-28,Backpack,Accessories,West,2,1692
2023-07-07,Desk Lamp,Home,South,6,3432
2023-10-19,Blender,Home,West,8,5944
2024-05-14,Sunglasses,Accessories,West,9,3078
2024-04-20,Coffee Maker,Home,North,3,3396
2023-02-27,Blender,Home,South,2,522
2024-07-09,Jacket,Fashion,South,10,3640
2023-01-30,Smartphone,Electronics,South,3,1917
2023-09-10,Blender,Home,West,2,1574
2024-07-23,Smartphone,Electronics,South,8,7736
2023-05-30,Laptop,Electronics,South,2,730
2024-01-12,Smartphone,Electronics,West,2,2074
2023-04-19,Blender,Home,South,1,527
2024-12-08,Headphones,Electronics,North,5,2380
2024-11-01,Blender,Home,West,10,10030
2024-10-23,T-shirt,Fashion,East,8,7416
2024-10-16,Backpack,Accessories,East,1,369
2023-02-14,Headphones,Electronics,South,5,5440
2023-03-16,Blender,Home,North,5,2005
2023-02-28,Jacket,Fashion,West,1,881
2024-12-29,Headphones,Electronics,North,5,1365
2023-02-08,Desk Lamp,Home,East,4,1348
2024-03-22,Laptop,Electronics,East,7,6076
2023-10-18,Shoes,Fashion,South,5,2735
2024-02-15,Watch,Accessories,South,3,222
2024-02-13,Backpack,Accessories,West,4,3064
2023-09-22,Sunglasses,Accessories,West,5,3240
2024-11-24,Blender,Home,South,3,2295
2023-02-07,Headphones,Electronics,East,8,1608
2023-01-26,T-shirt,Fashion,South,4,976
2024-01-12,T-shirt,Fashion,West,10,1070
2023-02-08,Headphones,Electronics,South,7,6356
2024-02-11,Laptop,Electronics,East,7,4655
2023-12-03,Backpack,Accessories,West,6,4644
2023-08-26,Laptop,Electronics,North,9,8397
2024-01-26,Backpack,Accessories,West,10,450
2024-05-22,Coffee Maker,Home,West,2,848
2023-03-09,Sunglasses,Accessories,East,2,2048
2023-11-07,T-shirt,Fashion,East,5,4025
2023-03-19,Shoes,Fashion,South,1,763
2023-10-04,Blender,Home,South,4,1008
2023-01-19,T-shirt,Fashion,North,2,2204
2023-02-19,Shoes,Fashion,West,9,1701
2023-03-20,Backpack,Accessories,West,6,2946
2024-03-22,Backpack,Accessories,South,8,7280
2023-01-21,Sunglasses,Accessories,West,8,3136
2024-12-22,Coffee Maker,Home,West,6,3348
2023-07-19,Watch,Accessories,North,10,5600
2023-10-09,Jacket,Fashion,East,10,10570
2024-07-07,Desk Lamp,Home,North,2,1764
2023-09-15,Watch,Accessories,North,7,6965
2024-06-03,Shoes,Fashion,South,5,1565
2023-01-25,Jacket,Fashion,West,1,880
2024-01-12,Sunglasses,Accessories,South,1,596
2023-03-12,T-shirt,Fashion,North,1,108
2024-06-02,Sunglasses,Accessories,South,2,2016
2023-08-07,T-shirt,Fashion,West,4,1580
2023-01-12,Backpack,Accessories,East,3,1572
2023-01-30,Sunglasses,Accessories,South,1,462
2023-11-02,Sunglasses,Accessories,South,8,1232
2024-07-15,T-shirt,Fashion,East,4,3160
2023-11-19,Shoes,Fashion,West,3,2817
2023-10-08,Sunglasses,Accessories,East,3,2832
2024-03-26,Backpack,Accessories,South,7,5530
2024-12-05,Watch,Accessories,East,10,11070
2023-03-31,Backpack,Accessories,West,9,3141
2023-03-05,Jacket,Fashion,North,6,2904
2024-01-25,Blender,Home,North,2,1830
2024-08-03,Watch,Accessories,North,1,223
2024-12-05,Desk Lamp,Home,West,10,8690
2024-02-26,Blender,Home,West,1,440
2023-03-29,T-shirt,Fashion,North,6,5418
2024-01-03,Coffee Maker,Home,West,4,676
2023-03-28,Coffee Maker,Home,South,4,1836
2024-06-12,Sunglasses,Accessories,South,7,1582
2024-02-07,Laptop,Electronics,West,3,1158
2023-12-08,Jacket,Fashion,East,10,11520
2024-02-14,Watch,Accessories,South,10,11010
2024-09-19,Shoes,Fashion,West,5,5660
2023-10-23,Coffee Maker,Home,South,10,5800
2023-12-01,Shoes,Fashion,East,6,594
2023-10-05,Sunglasses,Accessories,South,1,851
2023-07-14,Watch,Accessories,East,7,7756
2024-11-14,Sunglasses,Accessories,West,7,1687
2023-08-24,Headphones,Electronics,East,8,3744
2024-10-25,Desk Lamp,Home,South,6,6876
2024-06-21,Blender,Home,East,6,5664
2024-09-18,Desk Lamp,Home,West,3,2253
2024-06-24,Shoes,Fashion,South,7,399
2023-02-17,Smartphone,Electronics,West,3,1854
2023-01-28,Headphones,Electronics,South,10,790
2024-06-22,Smartphone,Electronics,South,8,2896
2024-01-20,T-shirt,Fashion,North,7,3668
2024-06-04,T-shirt,Fashion,East,9,10269
2023-01-04,Shoes,Fashion,South,3,2211
2024-07-07,Coffee Maker,Home,East,5,3185
2023-06-11,Desk Lamp,Home,South,1,1022
2024-03-09,Laptop,Electronics,East,2,2012
2023-06-17,Headphones,Electronics,East,1,491
2023-10-10,Headphones,Electronics,North,4,1336
2023-01-26,Smartphone,Electronics,East,8,336
2023-08-12,Jacket,Fashion,North,10,9260
2024-02-17,Desk Lamp,Home,East,4,3068
2024-01-17,Headphones,Electronics,West,10,6370
2024-05-24,Sunglasses,Accessories,West,7,5537
2023-02-11,Desk Lamp,Home,North,2,1630
2023-09-30,Jacket,Fashion,West,5,3855
2024-03-14,Shoes,Fashion,West,9,9090
2023-06-05,Desk Lamp,Home,North,10,5060
2023-12-17,Backpack,Accessories,West,4,1876
2024-01-20,T-shirt,Fashion,South,7,2842
2023-02-05,Desk Lamp,Home,South,5,1880
2024-09-13,Watch,Accessories,South,4,1420
2023-01-14,Jacket,Fashion,South,9,10215
2024-09-17,Sunglasses,Accessories,West,6,1398
2024-06-10,Backpack,Accessories,West,6,5814
2023-11-06,Jacket,Fashion,North,8,3928
2023-01-02,Laptop,Electronics,West,6,6804
2023-04-27,Blender,Home,East,1,689
2024-11-01,Watch,Accessories,West,6,6144
2024-03-26,Backpack,Accessories,North,7,7994
2024-10-11,Laptop,Electronics,West,5,680
2024-12-27,Jacket,Fashion,East,8,3944
2023-08-07,Shoes,Fashion,North,8,6856
2024-09-01,Shoes,Fashion,South,3,600
2023-02-09,T-shirt,Fashion,West,7,322
2024-03-23,Smartphone,Electronics,South,5,5870
2023-01-08,Headphones,Electronics,North,7,7224
2023-01-19,T-shirt,Fashion,East,10,9140
2023-11-18,Backpack,Accessories,South,2,828
2024-05-02,Blender,Home,South,1,509
2024-06-28,Watch,Accessories,South,5,4215
2024-03-25,Laptop,Electronics,East,7,6244
2024-05-18,Watch,Accessories,West,2,336
2024-11-29,Laptop,Electronics,North,2,1472
2023-11-08,Shoes,Fashion,South,1,445
2023-07-24,T-shirt,Fashion,South,3,2976
2023-11-15,Sunglasses,Accessories,South,6,6144
2024-12-04,Watch,Accessories,North,5,3415
2023-01-07,Jacket,Fashion,South,9,8766
2024-04-05,Jacket,Fashion,West,9,3060
2024-07-10,Backpack,Accessories,North,2,1428
2023-06-09,Backpack,Accessories,North,10,3090
2023-05-18,Sunglasses,Accessories,West,9,10224
2023-04-17,Coffee Maker,Home,West,3,1107
2024-04-28,T-shirt,Fashion,North,8,6248
2024-07-08,Laptop,Electronics,North,5,4215
2024-04-18,Watch,Accessories,North,4,1784
2023-09-30,Watch,Accessories,South,3,150
2024-11-15,Blender,Home,East,3,801
2023-02-28,Sunglasses,Accessories,North,2,1396
2024-05-15,Smartphone,Electronics,North,2,1492
2024-08-13,Backpack,Accessories,East,3,2526
2023-08-31,Headphones,Electronics,West,9,7533
2024-10-17,Watch,Accessories,East,1,24
2024-08-05,Backpack,Accessories,East,4,824
2023-10-14,Desk Lamp,Home,South,10,8780
2024-03-30,Sunglasses,Accessories,South,10,1580
2023-03-16,Watch,Accessories,South,9,2529
2024-06-30,Desk Lamp,Home,West,8,5672
2023-02-20,Headphones,Electronics,East,10,3630
2024-11-10,T-shirt,Fashion,North,3,2583
2024-11-23,Smartphone,Electronics,North,8,496
2024-12-31,Coffee Maker,Home,West,3,1176
2024-12-05,Desk Lamp,Home,South,8,336
2023-05-08,Desk Lamp,Home,West,1,922
2024-11-20,Jacket,Fashion,North,10,11210
2023-02-14,Sunglasses,Accessories,West,2,604
2023-07-16,Backpack,Accessories,East,7,4207
2023-10-18,Watch,Accessories,West,5,2325
2023-09-02,Jacket,Fashion,South,6,7062
2023-11-11,Backpack,Accessories,North,8,8240
2024-01-18,Watch,Accessories,North,1,612
2024-11-16,Blender,Home,East,8,680
2024-05-25,Headphones,Electronics,East,3,1314
2024-07-16,Watch,Accessories,South,3,2184
2023-07-06,Coffee Maker,Home,East,4,4500
2024-03-05,Coffee Maker,Home,South,7,6846
2024-04-11,Headphones,Electronics,North,3,2634
2024-07-15,Coffee Maker,Home,South,10,8090
2024-03-25,Shoes,Fashion,East,4,1628
2024-09-03,Blender,Home,South,8,5448
2023-09-06,Headphones,Electronics,West,10,2010
2024-08-08,Watch,Accessories,South,1,965
2024-12-25,Headphones,Electronics,West,6,552
2024-03-24,Backpack,Accessories,West,1,1180
2023-09-15,Sunglasses,Accessories,North,6,6534
2023-03-20,Watch,Accessories,South,1,1034
2024-10-23,Blender,Home,South,1,175
2024-11-15,Blender,Home,West,1,953
2024-02-20,Coffee Maker,Home,East,4,1956
2023-05-14,Coffee Maker,Home,North,9,7218
2024-02-13,Smartphone,Electronics,North,10,9970
2024-02-10,Backpack,Accessories,West,9,405
2023-08-16,T-shirt,Fashion,West,7,7231
2023-03-06,Jacket,Fashion,North,6,2568
2024-11-16,T-shirt,Fashion,East,10,11760
2023-09-30,Desk Lamp,Home,West,4,2768
2023-10-23,Desk Lamp,Home,South,4,4100
2023-06-25,Blender,Home,West,7,4872
2024-10-02,Watch,Accessories,North,10,4960
2024-02-16,T-shirt,Fashion,North,2,1554
2023-08-11,Blender,Home,East,4,2844
2023-06-12,Laptop,Electronics,North,2,1462
2023-08-17,Blender,Home,East,4,596
2024-02-27,Laptop,Electronics,East,8,1592
2024-09-21,Headphones,Electronics,West,5,5970
2023-09-02,Smartphone,Electronics,East,5,1985
2023-07-18,Laptop,Electronics,East,2,568
2023-12-15,Desk Lamp,Home,West,9,2952
2023-10-16,Jacket,Fashion,South,5,400
2024-04-16,Watch,Accessories,West,7,4963
2024-02-19,Laptop,Electronics,South,1,744
2023-04-26,Laptop,Electronics,East,1,814
2024-07-28,Laptop,Electronics,South,2,298
2023-01-12,T-shirt,Fashion,South,8,5152
2024-01-09,Smartphone,Electronics,East,8,1144
2024-11-19,Watch,Accessories,East,2,386
2023-08-04,Backpack,Accessories,North,4,4044
2024-03-06,Headphones,Electronics,South,1,597
2023-10-26,Coffee Maker,Home,North,8,5256
2024-07-28,Headphones,Electronics,West,8,5776
2023-06-29,Blender,Home,North,1,1051
2023-09-15,Desk Lamp,Home,West,5,2940
2024-11-15,Laptop,Electronics,East,5,5215
2024-03-21,T-shirt,Fashion,East,2,2280
2024-07-15,Jacket,Fashion,West,9,1494
2023-07-20,Smartphone,Electronics,North,4,1996
2023-11-13,Desk Lamp,Home,East,2,126
2024-06-20,Shoes,Fashion,North,2,884
2023-01-09,T-shirt,Fashion,East,3,1467
2024-12-18,Shoes,Fashion,North,10,9200
2024-05-24,Backpack,Accessories,West,5,2940
2024-05-22,Laptop,Electronics,South,1,36
2024-10-25,Backpack,Accessories,West,4,4232
2023-11-28,Blender,Home,West,9,6624
2023-05-07,Backpack,Accessories,North,4,4232
2023-03-02,Blender,Home,North,1,413
2023-01-09,Blender,Home,South,1,1063
2024-03-28,Laptop,Electronics,South,9,3078
2023-11-11,Shoes,Fashion,North,6,1008
2023-09-13,Shoes,Fashion,East,8,4712
2024-08-09,Blender,Home,East,1,727
2023-08-20,Watch,Accessories,West,7,4557
2024-07-20,Blender,Home,South,1,1093
2023-05-21,Laptop,Electronics,South,1,893
2024-08-24,Sunglasses,Accessories,East,9,1989
2023-01-19,Laptop,Electronics,East,8,840
2024-08-11,Watch,Accessories,North,8,6960
2024-11-14,Backpack,Accessories,West,5,4170
2023-02-28,Headphones,Electronics,West,10,9080
2024-03-17,Blender,Home,South,3,2235
2024-07-08,T-shirt,Fashion,West,10,6010
2023-09-13,Sunglasses,Accessories,South,9,9144
2024-01-03,Sunglasses,Accessories,North,9,936
2024-07-23,Shoes,Fashion,East,1,229
2024-03-01,Laptop,Electronics,East,9,342
2023-08-28,Desk Lamp,Home,West,1,304
2024-09-13,Watch,Accessories,North,5,4285
2023-05-03,Backpack,Accessories,East,1,166
2023-08-25,Backpack,Accessories,East,3,462
